id,emp1,emp2,type
2992,"NM Mesa, Inc.","NM Mesa, Inc.",
2993,NNF Grewal DBA Subway Sandwich,NNF Grewal DBA Subway Sandwich,
2994,NNF Grewal DBA Subway Sandwich,NNF Grewal Subway Sandwich,
2995,NNF Grewal DBA Subway Sandwich,"NNF Grewal, LLC",NULL
2996,NNU,NNU,
2997,Nob Hill Villas LLC,Nob Hill Villas LLC,
2998,Nob Hill Vistas LLC,Nob Hill Vistas LLC,
2999,Noll & Tam Architects,Noll & Tam Architects,
3000,Non-Profit Consulting Group,Non-Profit Consulting Group,
3001,NONE,NONE,
3002,None.  I am a volunteer.,None.  I am a volunteer.,
3003,"Norcal Rock, Inc.","Norcal Rock, Inc.",
3004,"Norman H. Hui, DDS","Norman H. Hui, DDS",NULL
3005,North Bay Networks,North Bay Networks,
3006,North Bay Steel Mill,North Bay Steel Mill,
3007,North Berkeley Investment Partners,North Berkeley Investment Partners,NULL
3008,North Berkeley Properties,North Berkeley Properties,
3009,North Gate Capital,North Gate Capital,
3010,North Point,North Point,
3011,Northbay Networks,Northbay Networks,NULL
3012,"Northbay Transit Group, Inc.","Northbay Transit Group, Inc.",
3013,Northbrae Properties,Northbrae Properties,
3014,Northern California Carpenters Regional Council,Northern Calif Carpenters Regional Council,Union
3015,Northern California Carpenters Regional Council,Northern California Carpenters Regional Council,Union
3016,Northern California Carpenters Regional Council,Northern California Carpenters Regional Council Issues PAC,Union
3017,Northern California Carpenters Regional Council,"Northern California Carpenters Regional Council,Id #972104",Unon
3018,"Northern California Chapter, NECA PAC","Northern California Chapter, NECA PAC",Union
3019,Northern California Community Loan Fund,Northern CA Community Loan Fund,
3020,Northern California Community Loan Fund,Northern California Community Loan Fund,
3021,Northern California Compactors,Northern California Compactors,
3022,Northern California District Council - International Longshoremen's & Warehousemen's Union,Northern California District Council - International Longshoremen's & Warehousemen's Union,Union
3023,Northern California District Council - International Longshoremen's & Warehousemen's Union,Northern California District Council ILWU,
3024,Northern California District Council - International Longshoremen's & Warehousemen's Union,Northern California District Council  ILWU,Union
3025,Northern California District Council - International Longshoremen's & Warehousemen's Union,Northern California District Council of Laborers PAC Id # 1243030,Union
3026,Northern California District Council - International Longshoremen's & Warehousemen's Union,Northern California District Council of Laborers PAC Small Contributor Committee,Union
3027,Northern California District Council - International Longshoremen's & Warehousemen's Union,"Northern California District Council, ILWU",
3028,Northern California Fire Protection Compliance Group,Northern California Fire Protection Compliance Group,
3029,Northern Sierra Partnership,Northern Sierra Partnership,NULL
3030,Northgate Environmental Management,Northgate Environmental Management,NULL
3031,Northwest Media,Northwest Media,
3032,NOVA Research Company,NOVA Research Company,
3033,Novant Healthcare,Novant Healthcare,NULL
3034,"Novateck, LLC","Novateck, LLC",
3035,Novato Unified School District,Novato Unified School District,
3036,"Novogradoc & Co., LLP","Novogradoc & Co., LLP",
3037,Nu Skin,Nu Skin,
3038,NugMedia,NugMedia,
3039,NW Development Corp.,NW Development Corp.,NULL
3040,NY Life,NY Life,
3041,NYC Health and Hospital Corp.,NYC Health and Hospital Corp.,NULL
3042,O.C.P.,O.C.P.,NULL
3043,O'Melveny & Myers LLP,O'Melveny & Myers LLP,
3044,O'Reilly Media,O'Reilly Media,NULL
3045,Oak Brook Manor,Oak Brook Manor,
3046,Oakcare Medical Group,Oakcare Medical Group,NULL
3047,Oakcliff Capital,Oakcliff Capital,
3048,"Oakland Affordable Housing Group, LLC","Oakland Affordable Housing Group, LLC",
3049,Oakland African American Chamber Political Action Committee,Oakland African American Chamber Political Action Committee,
3050,OAKLAND ALLIANCE OF BLACK EDUCATORS,OAKLAND ALLIANCE OF BLACK EDUCATORS,
3051,Oakland Alliance of Community Partnerships,Oakland Alliance of Community Partnerships,NULL
3052,Oakland America Company,Oakland America Company,
3053,Oakland Builders Alliance,Oakland Builders Alliance,NULL
3054,Oakland Cannabis Buyers' Cooperative,Oakland Cannabis Buyers' Cooperative,
3055,Oakland Center for Spiritual Living,Oakland Center for Spiritual Living,
3056,Oakland Chamber of Commerce,Oakland Chamber of Commerce,
3057,OAKLAND CHARTER ACADEMY - AMETHOD,OAKLAND CHARTER ACADEMY - AMETHOD,
3058,Oakland Chinatown Chamber,Oakland Chinatown Chamber,NULL
3059,Oakland City Attorney's Office,Oakland City Attorney's Office,NULL
3060,Oakland City Council,Oakland City Council,NULL
3061,Oakland City Council,OAKLAND CITY COUNCIL,
3062,Oakland Civil Liberties Alliance,Oakland Civil Liberties Alliance,
3063,Oakland Digital Arts & Literacy Center,Oakland Digital Arts & Literacy Center,
3064,Oakland Dog Training,Oakland Dog Training,NULL
3065,Oakland East Bay Symphony,Oakland East Bay Symphony,
3066,OAKLAND ED FUND,OAKLAND ED FUND,
3067,Oakland Education Association,Oakland Education Association,Union
3068,Oakland Education Association,OAKLAND EDUCATION ASSOCIATION,Union
3069,Oakland Education Association,OAKLAND EDUCATION ASSOCIATION POLITICAL ACTION COMMITTEE,Union
3070,Oakland Families for Quality Schools PAC  Sponsored by California Charter Schools Association Advocates,Oakland Families for Quality Schools PAC  Sponsored by California Charter Schools Association Advocates,PAC
3071,Oakland Fire Department,Oakland Fire Department,NULL
3072,Oakland Fire Department,Oakland Fire Dept.,
3073,Oakland First PAC #1342882,Oakland First PAC,PAC
3074,Oakland First PAC #1342882,Oakland First PAC #1342882,PAC
3075,Oakland First Political Action Committee,Oakland First Political Action Committee,PAC
3076,Oakland Hills Tennis Club  Inc.,Oakland Hills Tennis Club,NULL
3077,Oakland Hills Tennis Club  Inc.,Oakland Hills Tennis Club  Inc.,NULL
3078,Oakland Housing Authority,Oakland Housing Authority,
3079,Oakland Jobs PAC,Oakland Jobs PAC,PAC
3080,Oakland Lee Family Association,Oakland Lee Family Association,NULL
3081,Oakland Mayor,Oakland Mayor,
3082,Oakland Metropolitan Chamber of Commerce,Oakland Metropolitan Chamber of Commerce,
3083,Oakland Metropolitan Chamber of Commerce (OAKPAC),Oakland Metropolitan Chamber of Commerce (OAKPAC),PAC
3084,Oakland Mitsubishi,Oakland Mitsubishi,NULL
3085,Oakland Museum of California,Oakland Museum of California,NULL
3086,Oakland Organics,Oakland Organics,
3087,"Oakland Outlook, LLC","Oakland Outlook, LLC",
3088,"Oakland Pallet, Inc.","Oakland Pallet, Inc.",
3089,Oakland Parents Together,Oakland Parents Together,
3090,"Oakland Pharmacy, Inc.","Oakland Pharmacy, Inc.",
3091,Oakland Police Dept,Oakland Police Dept,
3092,Oakland Police Officers Association,Oakland Police Officer's Association - Political Action Committee,
3093,Oakland Police Officers Association,Oakland Police Officers Association,Union
3094,Oakland Police Officers Association,Oakland Police Officers Association Political Action Committee,Union
3095,Oakland Police Officers Association,Oakland Police Officers' Assn.,Union
3096,Oakland Private Industry Council,Oakland PIC,
3097,Oakland Private Industry Council,Oakland Private Industry Council,NULL
3098,OAKLAND PUBLIC EDUCATION FUND,OAKLAND PUBLIC EDUCATION FUND,
3099,Oakland Raiders,Oakland Raiders,
3100,Oakland Rotary Club,OAKLAND ROTARY CLUB,
3101,Oakland Rotary Club,Oakland Rotary Club,
3102,Oakland School for the Arts,Oakland School for the Arts,
3103,Oakland Schools Foundation,Oakland Schools Foundation,
3104,Oakland Unified School District,Cleveland Elementary OUSD,
3105,Oakland Unified School District,OAKLAND UNIFIED,
3106,Oakland Unified School District,O.U.S.D.,
3107,Oakland Unified School District,Oakland School District,
3108,Oakland Unified School District,OAKLAND UNIFIED SCHOOL DESTRICT,
3109,Oakland Unified School District,Oakland Unified School District,NULL
3110,Oakland Unified School District,OUSD,NULL
3111,Oakland Unified School District,OUSD Bond Committe,NULL
3112,Oakland Unified School District,OAKLAND UNIFIED SCHOOL DISTRICT,NULL
3113,Oakland Unified School District,Oakland Unifed School District,NULL
3114,Oakland Unified School District,Oakland unified school district,
3115,Oakland Unified School District,OUSD Bella Vista,
3116,OAKLAND UNITY HIGH SCHOOL,OAKLAND UNITY HIGH SCHOOL,
3117,Oakland Veterinarian Hospital,Oakland Veterinarian Hospital,NULL
3118,Oakland Vietnamese Chamber of Commerce,Oakland Vietnamese Chamber of Commerce,NULL
3119,Oakland VW,Oakland VW,
3120,Oakland Zoo,Oakland Zoo,NULL
3121,Oakland's Promise Alliance,OPA,NULL
3122,"Oaklanders for Good Government & Safe Neighborhoods, a Kalb Committee for YES on CC and YES on Z","Oaklanders for Good Government & Safe Neighborhoods, a Kalb Committee for YES on CC and YES on Z",
3123,Oakmore Homes Association,Oakmore Homes Association,
3124,"OAKPAC, Oakland Metropolitan Chamber of Commerce",OAKPAC Chamber of Commerce,PAC
3125,"OAKPAC, Oakland Metropolitan Chamber of Commerce","OAKPAC, Oakland Metropolitan Chamber of Commerce",PAC
3126,"OAKPAC, Oakland Metropolitan Chamber of Commerce","OakPAC, Oakland Metropolitan Chamber of Commerce",PAC
3127,Oakwood Homes,Oakwood Homes,NULL
3128,OBDC Small Business Finance,OBDC Small Business Finance,
3129,OCB Cooperative Inc.,OCB Cooperative Inc.,
3130,Occupy Oakland,Occupy Oakland,
3131,OCCUR,OCCUR,NULL
3132,"OCM, Inc.","OCM, Inc.",
3133,OCPS,OCPS,
3134,OFD,OFD,
3135,Office Furniture,Office Furniture,
3136,Office of Governor,Office of Governor,NULL
3137,Ohgane,Ohgane,
3138,OHome,OHome,NULL
3139,Old Republic Title Company,Old Republic Title Company,NULL
3140,Olivia Rocha,Olivia Rocha,
3141,Olivia Sanwong for Pleasanton City Council 2014,Olivia Sanwong for Pleasanton City Council 2014,
3142,OMCA,OMCA,
3143,OMD,OMD,
3144,OmegaTermite Control,OmegaTermite Control,NULL
3145,"On Lok, Inc","On Lok, Inc",
3146,One Market Restaurant,One Market Restaurant,
3147,One Source,One Source,
3148,One Toyota of Oakland,One Toyota of Oakland,NULL
3149,OP/GYN Partners for Health,OP/GYN Partners for Health,
3150,OPERATING ENGINEERS LOCAL 3,Operating Engineers 3AFL-CIO,Union
3151,OPERATING ENGINEERS LOCAL 3,OPERATING ENGINEERS LOCAL 3  DISTRICT 20 PAC,Union
3152,OPERATING ENGINEERS LOCAL 3,"Operating Engineers Local Union No. 3, PAC 891396",Union
3153,OPERATING ENGINEERS LOCAL 3,Operating Engineers Union No. 3,Union
3154,Operation Wounded Minds.org,Operation Wounded Minds.org,
3155,Operative Words,Operative Words,
3156,Opower,Opower,
3157,Opportunity Partners,Opportunity Partners,
3158,Optum Insight,Optum Insight,
3159,"Oracle, Inc.",Oracle,NULL
3160,"Oracle, Inc.","Oracle, Inc.",
3161,Orchard Partners,Orchard Partners,NULL
3162,Orchard Supply Hardware,Orchard Supply Hardware,NULL
3163,Organic Partners International,Organic Partners International,NULL
3164,Organicann,Organicann,
3165,Orinda Optometry Group,Orinda Optometry Group,
3166,"Orrick, Herrington & Sutcliffe LLP","Orrick, Herrington & Sutcliffe LLP",
3167,"Orton Development, Inc.","Orton Development, Inc.",NULL
3168,OTC Medical Group,OTC Medical Group,
3169,OTXWest,OTXWest,NULL
3170,OTXWest,OTXWEST,
3171,Out & Equal Workplaces Advocates,Out & Equal Workplace Advocates,
3172,Out & Equal Workplaces Advocates,Out & Equal Workplaces Advocates,
3173,OutGive,OutGive,
3174,Over 60 Health Center,Over 60 Health Center,NULL
3175,Owner,Owner,
3176,Owsley Brown III,Owsley Brown III,
3177,Pablo Calico LLC,Pablo Calico LLC,
3178,Pacific Agri Products,Pacific Agri Products,NULL
3179,Pacific Forest Trust,Pacific Forest Trust,NULL
3180,Pacific Gas & Electric Co.,P G & E,NULL
3181,Pacific Gas & Electric Co.,Pacific Gas & Electric,
3182,Pacific Gas & Electric Co.,PG&E,NULL
3183,Pacific Gas & Electric Co.,Pacific Gas & Electric Co.,
3184,Pacific Gas & Electric Co.,PG&E Corporation,
3185,Pacific Gas & Electric Co.,PG & E,
3186,Pacific Gas & Electric Co.,Pacific Gas and Electric Co.,
3187,Pacific Gas & Electric Co.,Pacific Gas & Electric Corporation,
3188,Pacific Gas & Electric Co.,Pacific Gas and Electric Company,
3189,"Pacific Integrated Systems, Inc.","Pacific Integrated Systems, Inc.",
3190,Pacific Life Insurance Company,Pacific Life,NULL
3191,Pacific Life Insurance Company,Pacific Life Insurance Company,NULL
3192,Pacific Maritime Association/ILWU,Pacific Maritime,Union
3193,Pacific Maritime Association/ILWU,Pacific Maritine,Union
3194,Pacific Maritime Association/ILWU,Pacific Maritime Association,Union
3195,Pacific Maritime Association/ILWU,Pacific Maritime Assn/ILWU,Union
3196,Pacific Maritime Association/ILWU,Pacific Maritine Assn/ILWU,Union
3197,Pacific Maritime Association/ILWU,Pacific Maritime Assn/ILWU Local 10,Union
3198,Pacific Merchant Shipping Association PAC,Pacific Merchant Shipping Association PAC,
3199,"Pacific Park Management, Inc.",Pacific Park Management,
3200,"Pacific Park Management, Inc.","Pacific Park Management, Inc.",
3201,Pacific Pediatrics,Pacific Pediatrics,NULL
3202,"Pacific Rim Mechanical Contractors, Inc.","Pacific Rim Mechanical Contractors, Inc.",
3203,Pacific Rim Property Management,Pacific Rim Property Management,
3204,Pacific Thomas Capital,Pacific Thomas Capital,
3205,Pacific Union,PACIFIC UNION,Union
3206,Pacific Union,Pacific Union,NULL
3207,Pacific Union Financial,Pacific Union Financial,
3208,Palms Motel,Palms Motel,
3209,Palmview Apartments,Palmview Apartments,
3210,Panda Restaurant Group,Panda Restaurant Group,
3211,Panish Shea & Boyle LLP,Panish Shea & Boyle LLP,
3212,Panoramic Interiors,Panoramic Interiors,
3213,panta rhea foundation,panta rhea foundation,
3214,Paradem,Paradem,NULL
3215,paramo coffee llc,paramo coffee llc,
3216,Paramount Environmental,Paramount Environmental,NULL
3217,Pardee Properties,Pardee Properties,NULL
3218,Parents Education Network,Parents Education Network,
3219,Park Financial Solutions,Park Financial Solutions,NULL
3220,Park West LLC,Park West LLC,NULL
3221,Parker,Parker,NULL
3222,Parker for Mayor,Parker for Mayor,
3223,Parker for Oakland Mayor 2014,Parker for Oakland Mayor 2014,
3224,Parkinson Enterprises,Parkinson Enterprises,NULL
3225,ParkSmart,ParkSmart,NULL
3226,Parsons,Parsons,NULL
3227,Partida Benefits & Insurance,Partida Benefits & Insurance,
3228,PARTNERS IN OAKLAND EDUCATION,PARTNERS IN OAKLAND EDUCATION,
3229,PARTNERS IN SCHOOL INNOVATION,PARTNERS IN SCHOOL INNOVATION,
3230,Partnership for California Trade,Partnership for California Trade,
3231,"Partnership for Democracy & Education, LLC","Partnership for Democracy & Education, LLC",
3232,Partnership for Working Families,Partnership for Working Families,
3233,Partnership Reporting Services,Partnership Reporting Services,
3234,Pastino's Pizza,Pastino's Pizza,
3235,Pat Kernighan Office Holder,Pat Kernighan Office Holder,
3236,Pathfinder Communications,Pathfinder Communications,
3237,Patient ID Center,Patient ID Center,
3238,Patients' Mutual Assistance Collective Corporation,Patients' Mutual Assistance Collective Corporation,
3239,Patricia Jackson,Patricia Jackson,
3240,Patrick Burns,Patrick Burns,
3241,"Patrick Zak Consulting, Inc.","Patrick Zak Consulting, Inc.",
3242,PATTEN UNIVERSITY,PATTEN UNIVERSITY,
3243,Patton Investment Management LLC,Patton Investment Management LLC,
3244,Paul Felton LLc,Paul Felton LLc,NULL
3245,Paul Hastings LLP`,Paul Hastings LLP`,
3246,Paul L. Rein Attorney,Paul L. Rein Attorney,
3247,Paws & Claws,Paws & Claws,
3248,PayByGroup,PayByGroup,
3249,PC World Magazine,PC World Magazine,NULL
3250,PC&T,PC&T,NULL
3251,PCC Logistics,PCC Logistics,
3252,PD Larson Construction,PD Larson Construction,NULL
3253,"PDFS, Inc.","PDFS, Inc.",
3254,"PDFS, Inc.","PDFS, Inc. (Self)",
3255,Peace Officers Research Association of California,Peace Officers Research Association of California,
3256,Pearson Digital Learning,Pearson Digital Learning,NULL
3257,Pearson Education,Pearson Education,
3258,Pediatric Medical Associates,Pediatric Medical Associates,
3259,Peerless Coffee,Peerless Coffee,
3260,Peet's Coffee and Tea,Peet's Coffee and Tea,
3261,Peggy Moore Political Consulting,Peggy Moore Consulting,
3262,Peggy Moore Political Consulting,Peggy Moore Political Consulting,
3263,Peking Univeristy,Peking Univeristy,NULL
3264,"Pelayo Llamas, Jr.","Pelayo Llamas, Jr.",
3265,"Pennant Capital Management, LLC","Pennant Capital Management, LLC",NULL
3266,Pennsylvania State University,Pennsylvania State University,NULL
3267,People's Grocery,People's Grocery,NULL
3268,PeopleConnect,PeopleConnect,NULL
3269,Pepperdine,Pepperdine,NULL
3270,Peralta Colleges,Peralata College,
3271,Peralta Colleges,Peralta Colleges,
3272,PERALTA COLLEGES FOUNDATION,PERALTA COLLEGES FOUNDATION,
3273,Peralta Community College District,Peralta Community College,
3274,Peralta Community College District,Peralta Commumity College District,
3275,Peralta Community College District,Peralta Community College District,NULL
3276,Peralta Community College District,Peralta Community Colleges,NULL
3277,Peralta Community College District,Peralta Community College District Board of Trustees,NULL
3278,Peralta Federation of Teachers AFT Local 1603,Peralta Federation of Teachers AFT Local 1603,Union
3279,Peralta School District,Peralta School District,
3280,"Peralta Street, LLC","Peralta Street, LLC",
3281,PERCOLATOR CONSULTING,PERCOLATOR CONSULTING,
3282,Perforce Software,Perforce Software,NULL
3283,"Performance Fact, Inc.","Performance Fact, Inc.",
3284,Perkins Coie LLP,Perkins Coie LLP,NULL
3285,Permanante Medical Group,Permanante Medical Group,NULL
3286,Permanante Medical Group,The Permanente Medical Group,NULL
3287,Permanante Medical Group,Permanente Medical Group,
3288,Permira Advisors,Permira Advisors,NULL
3289,Pervasent,Pervasent,
3290,Pet Food Express,Pet Food Express,
3291,Petaluma School District,Petaluma School District,NULL
3292,Pete Stark Re-Election Committee,Pete Stark Re-Election Committee,NULL
3293,Pete's Concrete Pumping,Pete's Concrete Pumping,NULL
3294,PETER KIEWET FOUNDATION,PETER KIEWET FOUNDATION,
3295,Peter Prager,Peter Prager,
3296,"Peter Sullivan Associates, Inc.","Peter Sullivan Associates, Inc.",
3297,Peterson Properties/Ford St. Associates,Peterson Properties/Ford St. Associates,
